position,company,exp,date,skills,detail
PythonDeveloper,Anantha Cyber Tech Pvt Limited,3-6yrs,posted few days ago,"keyskills:python,c,c,informationtechnology",https://www.timesjobs.com/job-detail/python-developer-anantha-cyber-tech-pvt-limited-hyderabad-secunderabad-3-to-6-yrs-jobid-QF9wZ4AGuzlzpSvf__PLUS__uAgZw==&source=srp
PythonDeveloper,WHITE FORCE,8-11yrs,posted few days ago,"keyskills:algorithms,python,mobile,machinelearning,ds,mongodb",https://www.timesjobs.com/job-detail/python-developer-white-force-gurgaon-8-to-11-yrs-jobid-bRMODLEzGeVzpSvf__PLUS__uAgZw==&source=srp
PythonDeveloper,Merkle Inc.,3-6yrs,posted few days ago,"keyskills:algorithms,python,svn,nosql,oop,git,devops",https://www.timesjobs.com/job-detail/python-developer-merkle-inc-3-to-6-yrs-jobid-Fpsi3WyAtw9zpSvf__PLUS__uAgZw==&source=srp
PythonDeveloper,e-stone information technology,5-8yrs,posted few days ago,"keyskills:algorithms,python,apache,couchbase,sqldatabase",https://www.timesjobs.com/job-detail/python-developer-e-stone-information-technology-hyderabad-secunderabad-5-to-8-yrs-jobid-g5LXDE2T69dzpSvf__PLUS__uAgZw==&source=srp
PythonDeveloper,thinkbumblebee analytics private limited,2-3yrs,posted few days ago,"keyskills:python,soa,machinelearning,node.js,devops,projectdelivery,debugging",https://www.timesjobs.com/job-detail/python-developer-thinkbumblebee-analytics-private-limited-pune-2-to-3-yrs-jobid-KGW5r4Oadw1zpSvf__PLUS__uAgZw==&source=srp
PythonDeveloper,JobsLo Consultants,2-4yrs,posted few days ago,"keyskills:applicationdevelopment,python2,developingprograms",https://www.timesjobs.com/job-detail/python-developer-jobslo-consultants-bengaluru-bangalore-2-to-4-yrs-jobid-JKNeQWJqILRzpSvf__PLUS__uAgZw==&source=srp
PythonDeveloper,brickred  ( 3pillar global ),0-3yrs,posted few days ago,"keyskills:datamining,docker,python,mobile,machinelearning",https://www.timesjobs.com/job-detail/python-developer-brickred-3pillar-global-0-to-3-yrs-jobid-weZQOChQbltzpSvf__PLUS__uAgZw==&source=srp
